agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score,overall_performance_score,resource_efficiency_score,cost_effectiveness,weighted_quality_score,complexity_autonomy_ratio,success_autonomy_interaction,latency_per_operation,arch_performance_benchmark,env_avg_cost_per_complexity,hour_of_day,is_weekend
AG_01304,Project Manager,Mixtral-8x7B,Edge,Creative Writing,3,4,0.6723,0.8208,0.7265,32.87,163.88,297.6,53.6,0.0139,True,0.7445,False,True,0.725,0.6358,2024-12-26 04:16:16,0.9575,0.7331099999999999,49.20201342281879,92.115,0.7398666666666668,0.045544705905954094,53.22781774580337,0.78874,1.3333333333333333,2.6892,4.985701247337999,0.2169000000000001,0.0033751567840054684,4,False
AG_01128,Sales Assistant,CodeT5+,Edge,Data Analysis,7,8,0.4057,0.5786,0.5578,11.26,292.76,461.4,76.4,0.0084,True,0.4483,False,True,0.768,0.687,2024-12-26 04:16:16,0.8371,0.5032,53.53191489361703,111.381,0.5140333333333333,0.01582368253233387,61.19444444444445,0.56114,1.1428571428571428,3.2456,26.0,-0.030133333333333234,0.0033751567840054684,4,False
AG_01328,Financial Advisor,InstructGPT,Edge,Creative Writing,8,7,0.3666,0.4688,0.5151,17.94,254.65,473.1,87.1,0.0107,True,0.5102,False,True,0.8284,0.6729,2024-12-26 04:16:16,0.9126,0.44181,37.761538461538464,105.714,0.4501666666666666,0.012500300312980729,42.07165109034268,0.51668,0.875,2.5662,14.19453734671126,-0.10201666666666664,0.0033751567840054684,4,False
AG_03786,Customer Service,InstructGPT,Desktop,Learning & Adaptation,8,9,0.3399,0.5077,0.4782,56.33,543.61,489.6,103.7,0.0237,True,0.4519,False,False,0.8996,0.8303,2024-12-26 04:16:16,0.9579,0.43173,17.478947368421053,121.633,0.44193333333333334,0.009418666212868947,18.646976090014068,0.53062,1.125,3.0591,9.650452689508256,-0.1102499999999999,0.0033411305751704992,4,False
AG_04678,Social Media Manager,Transformer-XL,Server,Code Generation,3,4,0.7431,0.7638,0.6711,52.89,1154.53,265.0,59.1,0.0203,False,0.7487,False,False,0.7427,0.704,2024-12-26 04:16:16,0.8949,0.7277100000000001,34.16478873239437,112.409,0.726,0.04285030169523992,35.76354679802956,0.78174,1.3333333333333333,2.9724,21.828890149366607,0.2083166666666667,0.0033007674175458608,4,False
AG_01529,Social Media Manager,LLaMA-3,Hybrid,Learning & Adaptation,7,6,0.4169,0.4753,0.5689,87.04,1051.03,444.1,68.8,0.0335,True,0.5489,False,False,0.7713,0.6102,2024-12-26 04:16:16,0.8699,0.48002,13.913623188405795,98.423,0.4870333333333334,0.018619444604452168,14.538308457711443,0.5308600000000001,0.8571428571428571,2.5014,12.07525275735294,-0.05990000000000001,0.0032901654732797768,4,False
AG_02234,Sales Assistant,Claude-3.5,Desktop,Data Analysis,5,5,0.4652,0.6604,0.6383,70.31,671.23,389.6,60.0,0.0273,True,0.5501,True,False,0.8762,0.6177,2024-12-26 04:16:16,0.8168,0.57569,20.342402826855125,88.507,0.5879666666666666,0.027305783709787815,21.537240537240535,0.6136,1.0,2.326,9.54672166121462,0.021683333333333277,0.0033411305751704992,4,False
AG_01918,Data Analyst,GPT-4o,Server,Decision Making,7,8,0.3834,0.5289,0.5631,36.53,473.73,445.4,78.0,0.0166,True,0.3909,False,False,0.755,0.6737,2024-12-26 04:16:16,0.9784,0.48096,27.327272727272728,107.363,0.4918,0.01620842112534973,29.626506024096386,0.5606,1.1428571428571428,3.0672,12.96824527785382,-0.07148333333333334,0.0033007674175458608,4,False
AG_01605,Task Planner,PaLM-2,Server,Communication,6,8,0.4856,0.5723,0.5887,7.39,1309.82,377.3,54.1,0.0062,True,0.6011,False,False,0.9719,0.9486,2024-12-26 04:16:16,0.8054,0.54254,75.35277777777779,122.077,0.5488666666666667,0.028840976820908165,88.52688172043013,0.58424,1.3333333333333333,3.8848,177.24221921515561,0.016116666666666668,0.0033007674175458608,4,False
AG_01540,Research Assistant,GPT-4o,Hybrid,Creative Writing,4,2,0.6782,0.6853,0.7123,29.57,1160.39,255.6,54.0,0.0124,True,0.8232,True,False,0.9376,0.908,2024-12-26 04:16:16,0.8558,0.6905600000000001,51.53432835820897,77.624,0.6919333333333334,0.0516069669043065,55.801075268817215,0.7165600000000001,0.5,1.3564,39.242137301318905,0.12865000000000004,0.0032901654732797768,4,False
AG_03014,Data Analyst,Gemini-Pro,Mobile,Creative Writing,8,10,0.4372,0.4322,0.5064,37.44,414.08,567.9,82.6,0.0182,True,0.5791,True,True,0.8212,0.7298,2024-12-26 04:16:16,0.9586,0.45646,23.77395833333333,140.537,0.45859999999999995,0.01079547562128346,25.197802197802194,0.53948,1.25,4.372,11.05982905982906,-0.09503333333333336,0.0033529413220314583,4,False
AG_04503,Project Manager,CodeT5+,Desktop,Problem Solving,9,10,0.3,0.4266,0.4344,111.41,2393.87,507.2,77.2,0.0422,True,0.3974,False,True,0.7525,0.8435,2024-12-26 04:16:16,0.8942,0.3782999999999999,8.756944444444443,127.818,0.387,0.01109413053072032,9.170616113744076,0.46948,1.1111111111111112,3.0,21.487029889596982,-0.15716666666666657,0.0033411305751704992,4,False
AG_01871,QA Tester,CodeT5+,Mobile,Text Processing,5,7,0.5367,0.6434,0.6307,31.17,3690.15,355.6,63.4,0.0139,True,0.6114,False,True,0.953,0.8161,2024-12-26 04:16:16,0.9467,0.5969099999999999,40.06107382550335,112.798,0.6036,0.027975111155269627,43.42446043165468,0.66138,1.4,3.7569,118.38787295476419,0.05943333333333345,0.0033529413220314583,4,False
AG_01500,Document Processor,PaLM-2,Mobile,Code Generation,7,8,0.4634,0.4645,0.5994,59.93,264.36,436.8,78.0,0.0243,True,0.6061,False,True,0.9327,0.667,2024-12-26 04:16:16,0.8267,0.50453,19.941897233201583,122.427,0.5091,0.017592983939137784,20.950617283950617,0.5365000000000001,1.1428571428571428,3.7072,4.411146337393626,-0.02365000000000006,0.0033529413220314583,4,False
AG_02380,Research Assistant,Mixtral-8x7B,Edge,Data Analysis,4,2,0.607,0.666,0.7166,79.21,1508.29,303.4,37.8,0.0294,True,0.6202,True,True,0.9048,0.6754,2024-12-26 04:16:16,0.8529,0.65758,21.63092105263158,63.414,0.6632000000000001,0.06248408687433079,22.557823129251705,0.67978,0.5,1.214,19.041661406388084,0.14023333333333343,0.0033751567840054684,4,False
AG_02302,Document Processor,InstructGPT,Cloud,Data Analysis,4,4,0.6363,0.7104,0.7368,76.75,520.48,303.6,64.0,0.0286,True,0.724,True,False,0.9536,0.919,2024-12-26 04:16:16,0.9301,0.6886800000000001,23.26621621621622,90.68,0.6945,0.0379199604743083,24.283216783216783,0.7247000000000001,1.0,2.5452,6.7814983713355055,0.14231666666666676,0.003354148856764928,4,False
AG_04288,Email Manager,Mixtral-8x7B,Desktop,Data Analysis,4,3,0.6399,0.6575,0.6546,89.27,1214.06,270.7,61.2,0.0325,True,0.7653,False,True,0.9272,0.9489,2024-12-26 04:16:16,0.7545,0.64959,19.390746268656716,83.571,0.6506666666666666,0.0395126650586352,20.020512820512817,0.6698600000000001,0.75,1.9197000000000002,13.599865576341436,0.12769999999999992,0.0033411305751704992,4,False
AG_02448,HR Recruiter,Mixtral-8x7B,Cloud,Learning & Adaptation,7,6,0.3421,0.5392,0.565,58.17,272.76,442.4,72.1,0.0238,True,0.3622,False,True,0.8177,0.7354,2024-12-26 04:16:16,0.8309,0.4680999999999999,18.874999999999996,85.354,0.4821,0.01771324235728456,20.2563025210084,0.5187,0.8571428571428571,2.0526,4.68901495616297,-0.04086666666666672,0.003354148856764928,4,False
AG_04015,Sales Assistant,PaLM-2,Cloud,Communication,4,6,0.59,0.6622,0.6519,25.18,600.18,316.2,57.8,0.0116,True,0.6141,False,False,0.8643,0.9202,2024-12-26 04:16:16,0.7597,0.63023,50.018253968253966,102.987,0.6347,0.035669028187232034,54.71551724137932,0.65282,1.5,3.54,23.835583796664018,0.10194999999999999,0.003354148856764928,4,False
AG_03527,Data Analyst,Claude-3.5,Cloud,Decision Making,8,6,0.4116,0.4697,0.5681,43.79,1023.64,453.5,85.9,0.0191,True,0.4565,False,False,0.7358,0.9212,2024-12-26 04:16:16,0.97,0.4759799999999999,23.68059701492537,91.955,0.48313333333333336,0.014583250439923348,25.29493891797557,0.5465200000000001,0.75,2.4696000000000002,23.37611326786938,-0.08315,0.003354148856764928,4,False
AG_00591,Email Manager,PaLM-2,Edge,Problem Solving,6,6,0.4733,0.5931,0.6235,75.72,357.53,406.2,63.8,0.0293,True,0.6006,False,True,0.8977,0.7717,2024-12-27 04:16:15,0.8093,0.5543,18.293729372937293,102.042,0.5633,0.024058905151962764,19.225255972696246,0.58842,1.0,2.8398,4.721737982039091,0.030549999999999966,0.0033751567840054684,4,False
AG_00863,Content Creator,Gemini-Pro,Cloud,Text Processing,6,8,0.4096,0.5603,0.5972,32.88,1421.73,371.6,67.9,0.0147,True,0.5309,False,False,0.8457,0.8535,2024-12-27 04:16:15,0.8343,0.51109,32.55350318471338,117.163,0.5223666666666666,0.02366869533649021,35.53514739229025,0.5548200000000001,1.3333333333333333,3.2768,43.23996350364963,-0.031266666666666665,0.003354148856764928,4,False
AG_01071,Document Processor,InstructGPT,Cloud,Planning & Scheduling,3,2,0.7241,0.7474,0.8388,28.9,261.92,209.4,43.3,0.0117,False,0.8587,False,False,0.7059,0.9005,2024-12-27 04:16:15,0.9615,0.7655,60.275590551181104,100.109,0.7700999999999999,0.09251110067034152,65.8205128205128,0.7809,0.6666666666666666,1.4482,9.062975778546713,0.21791666666666665,0.003354148856764928,4,False
AG_01059,Marketing Assistant,PaLM-2,Cloud,Research & Summarization,8,8,0.3786,0.4412,0.4913,48.55,231.59,496.1,76.0,0.0211,True,0.4597,False,False,0.9013,0.6789,2024-12-27 04:16:15,0.7882,0.4311899999999999,19.510859728506784,112.179,0.43703333333333333,0.01303058593874325,20.71248025276461,0.48556,1.0,3.0288,4.770133882595263,-0.09571666666666673,0.003354148856764928,4,False
AG_00357,Email Manager,Gemini-Pro,Hybrid,Problem Solving,8,6,0.3368,0.4567,0.5092,69.77,1223.79,507.4,67.7,0.0283,True,0.4655,False,False,0.7273,0.8472,2024-12-27 04:16:15,0.8295,0.42449,14.487713310580206,92.585,0.4342333333333333,0.014823448996214954,15.343934040047113,0.48330000000000006,0.75,2.0208,17.540346853948687,-0.1194,0.0032901654732797768,4,False
AG_00541,Project Manager,PaLM-2,Hybrid,Planning & Scheduling,7,7,0.3857,0.504,0.5174,29.33,728.0,439.7,55.1,0.0142,True,0.4901,False,False,0.7461,0.8638,2024-12-27 04:16:15,0.9727,0.4607,30.309210526315788,104.307,0.46903333333333325,0.021355923668463936,33.03051643192487,0.55042,1.0,2.6999,24.821002386634845,-0.06371666666666681,0.0032901654732797768,4,False
AG_00164,Document Processor,CodeT5+,Hybrid,Communication,2,2,0.8318,0.8442,0.823,26.66,341.19,208.2,42.5,0.011,False,0.8484,False,False,0.8252,0.7611,2024-12-27 04:16:15,0.9488,0.83288,69.40666666666667,99.388,0.8329999999999999,0.09301011470870768,75.72727272727272,0.86016,1.0,1.6636,12.797824456114029,0.2888333333333333,0.0032901654732797768,4,False
AG_00369,QA Tester,Transformer-XL,Cloud,Problem Solving,10,10,0.3,0.4,0.3276,79.02,1867.54,680.3,100.6,0.0331,True,0.3082,False,False,0.7879,0.7747,2024-12-27 04:16:15,0.7998,0.3382799999999999,9.920234604105572,121.574,0.34253333333333336,0.004786801753056554,10.348439073514603,0.43996,1.0,3.0,23.63376360415085,-0.17514999999999992,0.003354148856764928,4,False
AG_00110,Marketing Assistant,Gemini-Pro,Hybrid,Data Analysis,5,5,0.5593,0.6849,0.6923,37.9,1419.57,371.6,66.4,0.0164,True,0.6896,False,True,0.8052,0.7039,2024-12-27 04:16:15,0.8993,0.63688,36.602298850574705,98.272,0.6455000000000001,0.028057601774157982,39.359756097560975,0.67754,1.0,2.7965,37.455672823219,0.09186666666666676,0.0032901654732797768,4,False
AG_01585,Customer Service,InstructGPT,Server,Text Processing,5,7,0.5079,0.6691,0.6402,18.4,1095.06,382.6,63.3,0.01,True,0.6243,False,True,0.9183,0.7264,2024-12-27 04:16:16,0.953,0.59595,54.17727272727273,113.701,0.6057333333333333,0.02643425006751015,60.57333333333333,0.6614,1.4,3.5553,59.51413043478261,0.0535500000000001,0.0033007674175458608,4,False
AG_01182,Financial Advisor,Mixtral-8x7B,Desktop,Data Analysis,4,6,0.5511,0.6928,0.6524,59.3,432.22,247.2,60.7,0.0222,True,0.6177,True,False,0.7297,0.8167,2024-12-27 04:16:16,0.8925,0.624,26.89655172413793,103.239,0.6321,0.043478724481907406,28.472972972972972,0.67606,1.5,3.3066000000000004,7.288701517706578,0.1091333333333333,0.0033411305751704992,4,False
AG_04352,Social Media Manager,Claude-3.5,Server,Creative Writing,4,6,0.6365,0.7578,0.7151,24.67,442.55,292.0,53.4,0.0111,True,0.6374,False,False,0.8302,0.626,2024-12-27 04:16:16,0.9425,0.6964699999999999,57.5595041322314,104.618,0.7031333333333333,0.04586091016366528,63.345345345345336,0.74622,1.5,3.819,17.938792055127685,0.13684999999999992,0.0033007674175458608,4,False
AG_04961,Translation Agent,Falcon-180B,Mobile,Research & Summarization,8,9,0.3,0.4113,0.4625,63.59,282.48,545.1,85.3,0.0266,True,0.3043,False,True,0.7393,0.8646,2024-12-27 04:16:16,0.8272,0.38214,13.845652173913043,111.301,0.39126666666666665,0.009946871875472477,14.709273182957393,0.44996,1.125,2.6999999999999997,4.442207894323007,-0.13606666666666667,0.0033529413220314583,4,False
AG_01670,Email Manager,GPT-4o,Mobile,Data Analysis,4,6,0.6242,0.6993,0.7577,96.25,164.95,343.8,53.3,0.0355,True,0.7,True,True,0.9528,0.8017,2024-12-27 04:16:16,0.8527,0.6867800000000001,18.815890410958907,109.0,0.6937333333333333,0.041348923356329816,19.541784037558685,0.6999400000000001,1.5,3.7451999999999996,1.7137662337662336,0.13044999999999995,0.0033529413220314583,4,False
AG_01368,Sales Assistant,Claude-3.5,Cloud,Decision Making,8,10,0.3,0.4303,0.5352,20.42,250.82,509.3,77.2,0.0119,True,0.3553,False,False,0.8538,0.8605,2024-12-27 04:16:16,0.844,0.40965,31.755813953488367,124.871,0.4218333333333333,0.013612099915661952,35.448179271708675,0.46092000000000005,1.25,3.0,12.283055827619979,-0.14445000000000008,0.003354148856764928,4,False
AG_02000,Project Manager,Gemini-Pro,Cloud,Research & Summarization,5,6,0.6707,0.585,0.6466,53.66,455.06,378.8,59.3,0.0217,True,0.6844,False,True,0.8616,0.6515,2024-12-27 04:16:16,0.808,0.63776,28.095154185022025,107.908,0.6341,0.028785318330184426,29.22119815668203,0.66388,1.2,4.0241999999999996,8.48043235184495,0.08046666666666669,0.003354148856764928,4,False
AG_01868,Content Creator,GPT-4o,Mobile,Communication,3,4,0.8742,0.8092,0.8258,14.43,332.55,253.8,34.2,0.0073,False,0.95,False,True,0.85,0.8086,2024-12-27 04:16:16,0.8586,0.8401799999999999,101.22650602409638,126.5,0.8363999999999999,0.09513868727505655,114.57534246575341,0.8450799999999999,1.3333333333333333,3.4968,23.045738045738048,0.27311666666666656,0.0033529413220314583,4,False
AG_04855,Marketing Assistant,Gemini-Pro,Edge,Text Processing,2,1,0.7593,0.7603,0.8182,17.45,132.83,164.1,34.5,0.0075,False,0.8028,False,True,0.7566,0.8629,2024-12-27 04:16:16,0.7519,0.77727,91.4435294117647,86.196,0.7792666666666667,0.14452127988412863,103.90222222222222,0.7582199999999999,0.5,0.7593,7.612034383954156,0.22563333333333335,0.0033751567840054684,4,False
AG_03588,Task Planner,LLaMA-3,Cloud,Creative Writing,5,3,0.5998,0.6126,0.6743,38.18,768.97,327.6,69.9,0.016,True,0.7341,True,False,0.7783,0.8083,2024-12-27 04:16:16,0.882,0.62599,36.822941176470586,81.387,0.6289000000000001,0.02944639210733631,39.306250000000006,0.6613600000000001,0.6,1.7993999999999999,20.1406495547407,0.08196666666666674,0.003354148856764928,4,False
AG_02888,Task Planner,InstructGPT,Hybrid,Learning & Adaptation,10,8,0.3,0.4164,0.4162,112.24,2058.95,600.5,91.8,0.0434,True,0.433,False,False,0.7304,0.8185,2024-12-27 04:16:16,0.8738,0.36978,8.328378378378378,110.31,0.37753333333333333,0.007549990113540097,8.698924731182796,0.46132000000000006,0.8,2.4,18.344173200285102,-0.17464999999999992,0.0032901654732797768,4,False
AG_01499,Research Assistant,GPT-4o,Cloud,Data Analysis,5,6,0.6822,0.7102,0.6899,67.57,785.24,329.5,56.4,0.0258,True,0.7704,True,False,0.7927,0.7617,2024-12-27 04:16:16,0.768,0.69291,25.854850746268657,113.928,0.6941,0.03712373142199119,26.9031007751938,0.7105600000000001,1.2,4.0932,11.62113363918899,0.1308166666666667,0.003354148856764928,4,False
AG_04931,Document Processor,GPT-4o,Server,Learning & Adaptation,8,8,0.429,0.5274,0.4959,96.14,117.54,471.7,70.3,0.0368,True,0.5232,False,False,0.9169,0.6813,2024-12-27 04:16:16,0.8958,0.4785899999999999,12.66111111111111,116.624,0.4841,0.01495453477645549,13.154891304347826,0.56172,1.0,3.432,1.2225920532556689,-0.07918333333333338,0.0033007674175458608,4,False
AG_02919,Email Manager,Claude-3.5,Cloud,Text Processing,2,1,0.9191,0.8164,0.8785,29.45,233.93,182.8,34.3,0.0116,False,0.95,False,False,0.7653,0.6928,2024-12-27 04:16:16,0.8223,0.8761099999999999,69.53253968253968,96.5,0.8713333333333333,0.1401107488947439,75.11494252873564,0.8586600000000001,0.5,0.9191,7.943293718166384,0.30504999999999993,0.003354148856764928,4,False
AG_01894,Marketing Assistant,GPT-4o,Hybrid,Decision Making,7,6,0.4054,0.4899,0.5165,26.38,761.07,480.3,84.0,0.0136,True,0.42,False,False,0.8603,0.9337,2024-12-27 04:16:16,0.8287,0.46408,31.78630136986302,89.4,0.47059999999999996,0.012802018579657553,34.60294117647059,0.52386,0.8571428571428571,2.4324,28.850265352539807,-0.0926833333333334,0.0032901654732797768,4,False
AG_01764,Code Assistant,Mixtral-8x7B,Server,Creative Writing,7,9,0.389,0.547,0.508,34.15,1219.94,452.4,79.1,0.0159,True,0.4759,True,False,0.9548,0.88,2024-12-27 04:16:16,0.8461,0.4720999999999999,27.934911242603544,123.313,0.48133333333333334,0.014195955605781668,30.272536687631025,0.5436200000000001,1.2857142857142858,3.5010000000000003,35.72298682284041,-0.041633333333333356,0.0033007674175458608,4,False
AG_04023,Task Planner,CodeT5+,Edge,Text Processing,4,5,0.6459,0.7068,0.7169,38.4,428.84,288.3,41.8,0.0157,True,0.7756,False,True,0.9277,0.6736,2024-12-27 04:16:16,0.8486,0.68547,41.04610778443114,104.292,0.6898666666666666,0.05948913528737177,43.94055201698514,0.7108,1.25,3.2295000000000003,11.167708333333334,0.14570000000000005,0.0033751567840054684,4,False
AG_03362,Email Manager,LLaMA-3,Mobile,Communication,5,4,0.4562,0.623,0.7183,21.48,278.54,346.0,75.0,0.0106,True,0.5838,False,True,0.875,0.875,2024-12-27 04:16:16,0.9782,0.58487,50.4198275862069,80.866,0.5991666666666666,0.02768015414258189,56.5251572327044,0.62732,0.8,1.8248,12.967411545623836,0.05223333333333324,0.0033529413220314583,4,False
AG_04253,Content Creator,Falcon-180B,Mobile,Planning & Scheduling,4,4,0.6292,0.6811,0.6484,26.55,1318.68,296.1,61.7,0.0118,True,0.7662,False,True,0.978,0.8162,2024-12-27 04:16:16,0.8689,0.65053,50.82265625000001,93.634,0.6528999999999999,0.03549109794152726,55.33050847457626,0.6979000000000001,1.0,2.5168,49.66779661016949,0.1255666666666666,0.0033529413220314583,4,False
AG_02252,Research Assistant,Mixtral-8x7B,Server,Decision Making,6,4,0.4158,0.6003,0.5599,56.47,1601.03,377.0,89.1,0.0226,True,0.489,False,False,0.7472,0.8204,2024-12-27 04:16:16,0.8524,0.51438,21.79576271186441,74.22999999999999,0.5253333333333333,0.016668304024625866,23.244837758112094,0.5769200000000001,0.6666666666666666,1.6632,28.35186824862759,0.002366666666666628,0.0033007674175458608,4,False
AG_02354,Marketing Assistant,Mixtral-8x7B,Cloud,Text Processing,4,4,0.6335,0.6756,0.7112,25.09,265.71,363.1,59.4,0.012,True,0.7558,False,True,0.7242,0.6837,2024-12-27 04:16:16,0.8781,0.66944,51.495384615384616,92.906,0.6734333333333332,0.032974563406951186,56.11944444444443,0.69926,1.0,2.534,10.59027500996413,0.15046666666666653,0.003354148856764928,4,False
AG_04330,Task Planner,GPT-4o,Edge,Code Generation,8,6,0.3156,0.4759,0.472,63.96,897.02,492.9,79.8,0.0262,True,0.3359,False,True,0.9631,0.8041,2024-12-27 04:16:16,0.9284,0.4106099999999999,15.095955882352936,83.513,0.4211666666666667,0.011999973559380293,16.075063613231553,0.5022800000000001,0.75,1.8936,14.024702939337086,-0.14211666666666667,0.0033751567840054684,4,False
AG_00241,Research Assistant,Falcon-180B,Desktop,Problem Solving,6,6,0.4302,0.5046,0.5678,63.52,685.88,357.5,74.0,0.0247,True,0.4805,False,False,0.9098,0.8002,2024-12-28 04:16:15,0.9768,0.4938,19.214007782101167,93.635,0.5008666666666667,0.021462861462861464,20.27800269905533,0.56928,1.0,2.5812,10.79785894206549,-0.02646666666666664,0.0033411305751704992,4,True
AG_01062,Content Creator,Falcon-180B,Cloud,Communication,2,1,0.8172,0.8227,0.8283,20.07,235.11,180.2,38.4,0.0085,False,0.8885,False,False,0.883,0.6511,2024-12-28 04:16:15,0.7926,0.82218,86.54526315789472,92.195,0.8227333333333333,0.11970206714761378,96.79215686274509,0.8144800000000001,0.5,0.8172,11.714499252615845,0.2954,0.003354148856764928,4,True
AG_00828,Code Assistant,Mixtral-8x7B,Server,Data Analysis,6,5,0.4362,0.5603,0.5732,86.31,376.58,437.5,81.8,0.0331,True,0.5653,False,False,0.9669,0.7482,2024-12-28 04:16:15,0.7897,0.5145299999999999,15.088856304985336,89.571,0.5232333333333333,0.016016765630457563,15.807653575025178,0.55654,0.8333333333333334,2.181,4.363109720773954,0.0002666666666666373,0.0033007674175458608,4,True
AG_00692,Customer Service,Mixtral-8x7B,Mobile,Creative Writing,4,4,0.595,0.6797,0.6798,3.03,1030.24,334.5,56.9,0.0044,True,0.6395,True,True,0.7784,0.6511,2024-12-28 04:16:15,0.8165,0.6458499999999999,119.60185185185183,84.765,0.6515,0.03571681890185756,148.0681818181818,0.67318,1.0,2.38,340.01320132013205,0.12853333333333328,0.0033529413220314583,4,True
